Player,Country,Matches,Field_Catches,Bat_Avg_T20,Strike_Rate_T20,Bowl_Avg_T20,Econ_T20,Bowl_Wkts_T20,Bat_Runs_T20,Bat_Avg_ODI,Strike_Rate_ODI,Bowl_Avg_ODI,Econ_ODI,Bowl_Wkts_ODI,Bat_Runs_ODI,Bat_Avg_Test,Strike_Rate_Test,Bowl_Avg_Test,Econ_Test,Bowl_Wkts_Test,Bat_Runs_Test,Bat_Avg_Overall,Bowl_Wkts_Overall,Avg_vs_International,Avg_vs_League,Avg_vs_Australia,Avg_vs_India,Avg_vs_England
Eri Iko,Japan,3,1,10.33,62.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,0.0,0.0,10.33,0.0,0.0,0.0
T Hanum,Indonesia,2,0,0.0,0.0,10.33,5.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
M Yanagida,Japan,39,6,20.03,75.65,16.53,4.51,17.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.03,17.0,7.67,21.46,0.0,0.0,0.0
NKF Rada Rani,Indonesia,17,5,29.0,74.84,52.0,4.52,1.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,12.33,39.0,0.0,0.0,0.0
M Kanno,Japan,6,0,8.4,50.6,21.25,4.95,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,4.0,2.0,10.0,0.0,0.0,0.0
K Winda Prastini,Indonesia,8,3,25.0,67.57,16.0,5.54,3.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,2.5,34.0,0.0,0.0,0.0
M Shiraishi,Japan,5,1,3.4,26.98,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,7.0,2.5,0.0,0.0,0.0
P Haryanti,Indonesia,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Miyaji,Japan,17,2,18.33,70.51,19.4,5.37,15.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33,15.0,1.0,21.8,0.0,0.0,0.0
Y Anggraeni,Indonesia,3,1,25.33,90.48,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33,0.0,14.0,31.0,0.0,0.0,0.0
N Tokizawa,Japan,6,0,30.0,52.63,27.67,3.92,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,28.0,0.0,0.0,0.0
T Wigradianti,Indonesia,2,0,3.5,53.85,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.0,4.0,0.0,0.0,0.0
K Nanno,Japan,3,0,5.0,25.0,30.0,5.14,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0
Yuliana,Indonesia,2,0,4.0,44.44,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
E Eduard,Indonesia,2,0,0.0,0.0,10.33,5.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
M Vuruna,Fiji,2,0,9.5,59.38,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,5.0,14.0,0.0,0.0,0.0
I Waqavakatoga,Fiji,16,5,12.46,59.34,10.13,4.68,15.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46,15.0,9.0,13.09,0.0,0.0,0.0
S Lomani,Fiji,9,2,14.86,54.74,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86,0.0,5.0,16.5,0.0,0.0,0.0
M Vua,Fiji,3,1,6.0,36.36,49.0,4.67,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0
R Muriyalo,Fiji,7,0,17.5,65.62,14.2,3.61,5.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,5.0,6.0,23.25,0.0,0.0,0.0
W Ofamoli,Fiji,3,0,4.67,38.89,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,1.0,6.5,0.0,0.0,0.0
S Lote,Fiji,2,0,1.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
L Samani,Fiji,3,0,0.67,12.5,0.0,5.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,1.0,0.0,0.0,0.0
M Tilau,Fiji,3,0,1.5,17.65,24.5,6.53,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,3.0,0.0,0.0,0.0
A Tagilala,Fiji,3,0,14.0,59.57,0.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,27.0,0.0,0.0,0.0
L Vua,Fiji,2,0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
LS Mulivai,Northern Districts,5,2,8.75,44.3,31.25,6.64,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,4.0,13.0,7.33,0.0,0.0,0.0
LO Telea,Samoa,2,0,3.0,42.86,5.0,2.14,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
SR Aoina,Unknown,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T Lafai,Samoa,7,1,13.25,60.92,163.0,6.65,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,1.0,20.0,11.0,0.0,0.0,0.0
MI Tato,Samoa,2,1,0.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
V Tari,Vanuatu,1,0,3.0,21.43,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
T Iosefo,Samoa,14,5,11.44,80.47,11.56,4.89,18.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44,18.0,8.0,14.2,0.0,0.0,0.0
RSM Lili'i,Samoa,18,8,25.0,90.36,7.56,3.64,9.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,47.0,22.25,0.0,0.0,0.0
M Mete,Vanuatu,2,0,0.0,0.0,11.0,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LA Bourne,Samoa,2,0,2.0,23.53,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0
FLV Pula,Samoa,2,0,25.0,53.19,0.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,23.0,2.0,0.0,0.0,0.0
L Vuadreu,Fiji,1,0,0.0,0.0,12.5,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
A Kano,Japan,29,14,11.29,64.52,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,0.0,13.0,11.22,0.0,0.0,0.0
R Kanai,Japan,8,2,6.0,33.33,25.0,5.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0
L Rika,Fiji,2,0,6.0,75.0,0.0,9.33,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
H Nou,Unknown,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K Taniguchi,Japan,1,0,3.0,16.67,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
A Kanada,Japan,4,2,11.33,65.38,28.0,7.64,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.33,1.0,5.0,14.5,0.0,0.0,0.0
AAIP Bastari,Indonesia,1,1,26.0,92.86,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0
KML Nonu,Samoa,4,1,20.0,42.55,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.0,1.0,0.0,0.0,0.0
SK Chandhrasekar,United States of America,5,0,14.25,50.44,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,7.67,34.0,0.0,0.0,0.0
Mahewish Khan,Canada,2,0,14.0,87.5,10.33,4.33,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,14.0,0.0,0.0,0.0
EH Rendler,United States of America,6,0,10.17,89.71,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17,0.0,14.33,6.0,0.0,0.0,0.0
A Perera,Canada,23,9,13.0,67.44,8.17,4.56,12.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,13.0,0.0,0.0,0.0
Saniyah Zia,Canada,9,3,13.0,68.42,12.9,4.28,10.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,13.0,0.0,0.0,0.0
S Sriharsha,Warriors,42,26,22.15,82.71,0.0,0.0,0.0,598.0,50.0,67.8,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,25.74,0.0,24.24,27.57,0.0,0.0,0.0
Hiba Shamshad,Canada,4,0,0.0,0.0,52.0,4.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KN Mirchandani,Canada,3,2,13.5,48.21,0.0,5.79,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,13.5,0.0,0.0,0.0
Hala Azmat,Canada,4,0,4.0,13.79,14.0,5.42,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0
S Bhaskar,United States of America,10,3,18.75,75.38,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,9.6,34.0,0.0,0.0,0.0
NT Gruny,United States of America,6,2,9.4,50.54,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,6.0,11.67,0.0,0.0,0.0
OT Wallerson,United States of America,7,3,8.0,47.76,42.5,4.59,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,12.0,0.0,0.0,0.0
S Ramautar,United States of America,5,0,6.5,30.23,25.67,5.19,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.0,12.0,1.0,0.0,0.0,0.0
M Patel,Canada,2,0,8.0,37.21,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0
L Ramjit,United States of America,15,2,31.8,59.11,21.4,4.52,5.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,5.0,31.8,0.0,0.0,0.0,0.0
C Beckford,United States of America,4,0,0.0,0.0,10.6,4.89,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
S Farooq,United States of America,10,0,5.0,38.46,44.33,4.48,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0
M Khokhar,Canada,4,1,27.5,57.89,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,27.5,0.0,0.0,0.0
U Iftikhar,United States of America,11,0,16.0,45.71,16.75,3.85,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,3.0,13.0,0.0,0.0,0.0
C Martin,Canada,2,0,12.5,100.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0
Kainat Qazi,Canada,12,0,8.33,45.45,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0
Maliha Baig,Canada,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C Atkins,United States of America,1,0,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
G Kodali,Trinbago Knight Riders,52,5,6.89,63.92,23.76,5.71,29.0,124.0,16.5,55.93,49.86,5.42,7.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64,36.0,8.79,8.38,0.0,0.0,0.0
S MacMahon,Ireland,34,5,5.22,79.66,21.92,5.19,12.0,47.0,13.5,86.4,38.71,5.08,7.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12,19.0,9.12,0.0,0.0,0.0,0.0
U Raymond-Hoey,Ireland,14,1,3.43,44.44,0.0,0.0,0.0,24.0,11.33,64.15,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08,0.0,7.67,0.0,0.0,5.0,9.67
R Stokell,Ireland,69,13,21.26,99.45,0.0,0.0,0.0,723.0,17.38,59.16,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,20.19,0.0,20.19,0.0,17.67,0.0,4.0
AL Kerrison,Ireland,2,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ Darlington,Australia,81,21,12.09,94.39,18.52,7.04,106.0,387.0,0.0,0.0,34.0,5.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.09,108.0,0.0,12.09,0.0,0.0,0.0
M Darke,Perth Scorchers,23,7,13.0,95.51,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0
J Hicks,Isle of Man,18,7,0.71,22.73,10.27,3.93,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,15.0,0.0,0.71,0.0,0.0,0.0
P Litchfield,Australia,186,95,27.24,121.64,0.0,0.0,0.0,3187.0,42.9,86.03,0.0,0.0,0.0,1287.0,27.2,47.89,0.0,0.0,0.0,136.0,30.33,0.0,38.02,26.67,0.0,62.92,19.69
S Campbell,Australia,41,6,9.5,47.5,32.86,7.01,21.0,19.0,0.0,0.0,41.0,4.32,1.0,0.0,0.0,0.0,35.5,3.91,2.0,0.0,9.5,24.0,0.0,9.5,0.0,0.0,0.0
T Flintoff,Birmingham Phoenix,68,18,16.46,110.29,32.62,7.45,39.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46,39.0,0.0,16.46,0.0,0.0,0.0
CL Rafferty,Melbourne Stars,7,1,6.0,100.0,58.0,7.57,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0
M Penna,Adelaide Strikers,91,35,28.62,106.29,22.29,6.98,24.0,1488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.62,24.0,0.0,28.62,0.0,0.0,0.0
CG Sippel,Brisbane Heat,56,15,12.67,82.61,26.6,7.19,50.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,50.0,0.0,12.67,0.0,0.0,0.0
S Horley,Scotland,28,5,19.0,91.72,25.33,6.86,6.0,399.0,69.0,77.53,8.89,3.53,9.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,29.95,15.2,0.0,0.0,13.0
A O'Neil,Adelaide Strikers,6,2,3.0,57.69,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
P Alako,Uganda,47,12,17.85,86.96,31.0,5.03,1.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85,1.0,17.8,17.86,0.0,0.0,0.0
E Iloku,Uganda,39,4,17.12,68.57,0.0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.12,0.0,10.2,18.36,0.0,0.0,0.0
G Obukor,Uganda,10,0,18.22,73.21,0.0,3.91,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.22,0.0,8.5,21.0,0.0,0.0,0.0
C Anayo,Uganda,1,0,1.0,100.0,0.0,3.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
M Anyigo,Uganda,1,0,0.0,0.0,2.5,1.88,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
S Kakai,Uganda,4,1,3.0,52.94,10.0,3.16,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0
M Samake,Mali,1,0,1.0,14.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
R Cisse,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O Sow,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Kone,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Coulibaly,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N Traore,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T Konate,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Sangare,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B Coulibaly,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y Sangare,Mali,1,0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S Kagnassy,Mali,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E Anyipo,Uganda,32,8,8.45,95.88,23.75,4.94,20.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,20.0,6.8,9.83,0.0,0.0,0.0
M Kagoya,Uganda,1,1,2.0,200.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
S Mtae,Tanzania,40,10,20.22,94.44,18.75,5.17,4.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22,4.0,11.0,21.03,0.0,0.0,0.0
W Kevin,Tanzania,1,0,4.0,66.67,0.0,7.71,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
RV Hawkins,Scotland,10,1,7.4,68.52,19.5,4.12,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,8.0,7.4,0.0,0.0,0.0,0.0
M McColl,Scotland,46,5,15.58,94.87,13.38,5.35,13.0,296.0,19.0,81.01,0.0,6.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,16.83,13.0,16.83,0.0,0.0,0.0,10.0
D van Deventer,Netherlands,6,3,15.5,82.3,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,15.5,0.0,0.0,0.0,0.0
S Haggo,Scotland,11,1,12.5,58.82,14.33,5.16,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.0,12.5,0.0,0.0,0.0,0.0
M Veringmeier,Netherlands,11,4,24.2,108.52,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,24.2,0.0,0.0,0.0,0.0
J Post,Netherlands,19,7,6.83,58.99,0.0,10.29,0.0,82.0,5.0,28.85,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0,6.47,0.0,0.0,0.0,0.0
HWA Landheer,Netherlands,54,7,6.9,70.41,19.52,5.3,31.0,69.0,3.83,31.94,21.4,4.25,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,41.0,5.75,0.0,0.0,0.0,0.0
IJR Zwilling,Netherlands,85,22,17.93,86.8,17.16,4.91,77.0,789.0,11.15,41.31,15.37,3.45,27.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,16.39,104.0,16.39,0.0,0.0,0.0,0.0
C de Lange,Netherlands,77,16,7.86,59.78,18.43,5.15,69.0,110.0,12.88,45.58,37.82,4.09,11.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,80.0,9.68,0.0,0.0,0.0,0.0
EC Bargna,Germany,20,1,1.0,50.0,18.5,4.96,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0
ST Frohnmayer,Germany,18,0,10.75,55.36,28.78,5.49,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,9.0,4.25,14.0,0.0,0.0,0.0
AM Healey,Germany,13,5,10.3,66.03,13.07,3.94,14.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,14.0,3.25,15.0,0.0,0.0,0.0
